"","term","type","polarity","polarity_revision"
"770","abracar-se","vb",1,"A"
"771","abrancar","vb",1,"A"
"772","abrandar","vb",0,"A"
"773","abrandar-se","vb",1,"A"
"774","abrangente","adj",1,"M"
"775","abrangentes","adj",1,"M"
"776","abranger","vb",0,"A"
"777","abrangida","adj",-1,"A"
"778","abrangidas","adj",-1,"A"
"779","abrangido","adj",-1,"A"
"780","abrangidos","adj",-1,"A"
"781","abrasar","vb",0,"A"
"782","abrasar-se","vb",1,"A"
"783","abrasear","vb",-1,"A"
"784","abrasileirada","adj",0,"A"
"785","abrasileiradas","adj",0,"A"
"786","abrasileirado","adj",0,"A"
"787","abrasileirados","adj",0,"A"
"788","abrejar","vb",1,"A"
"789","abreviar","vb",0,"A"
"790","abrigada","adj",0,"A"
"791","abrigadas","adj",0,"A"
"792","abrigado","adj",0,"A"
"793","abrigados","adj",0,"A"
"794","abrigar","vb",-1,"A"
"795","abrilhantada","adj",1,"A"
"796","abrilhantadas","adj",1,"A"
"797","abrilhantado","adj",1,"A"
"798","abrilhantados","adj",1,"A"
"799","abrilhantar","vb",0,"A"
"800","abrir","vb",-1,"A"
"801","abrir mao de","vb n prp",-1,"A"
"802","abrir o possibilidade de","vb det n prp",1,"A"
"803","abrir-se","vb",-1,"A"
"804","abrolhar","vb",0,"A"
"805","abrupta","adj",-1,"M"
"806","abruptas","adj",-1,"M"
"807","abrupto","adj",-1,"M"
"808","abruptos","adj",-1,"M"
"809","abrutado","adj",-1,"A"
"810","abrutalhada","adj",-1,"A"
"811","abrutalhadas","adj",-1,"A"
"812","abrutalhado","adj",-1,"A"
"813","abrutalhados","adj",-1,"A"
"814","abrutalhar","vb",1,"A"
"815","abrutar","vb",1,"A"
"816","abscidar-se","vb",1,"A"
"817","absentista","adj",-1,"A"
"818","absentistas","adj",-1,"A"
"819","absoluta","adj",1,"M"
"820","absolutas","adj",1,"M"
"821","absolutista","adj",0,"A"
"822","absolutistas","adj",0,"A"
"823","absoluto","adj",1,"M"
"824","absolutos","adj",1,"M"
"825","absolver","vb",-1,"A"
"826","absolvida","adj",0,"A"
"827","absolvidas","adj",0,"A"
"828","absolvido","adj",0,"A"
"829","absolvidos","adj",0,"A"
"830","absonar","vb",-1,"A"
"831","absorta","adj",-1,"A"
"832","absortas","adj",-1,"A"
"833","absorto","adj",-1,"A"
"834","absortos","adj",-1,"A"
"835","absorvente","adj",1,"A"
"836","absorventes","adj",1,"A"
"837","absorver","vb",-1,"A"
"838","absorver-se","vb",1,"A"
"839","abstemia","adj",1,"A"
"840","abstemias","adj",1,"A"
"841","abstemica","adj",1,"A"
"842","abstemicas","adj",1,"A"
"843","abstemico","adj",1,"A"
"844","abstemicos","adj",1,"A"
"845","abstemio","adj",1,"A"
"846","abstemios","adj",1,"A"
"847","abstencionista","adj",0,"A"
"848","abstencionistas","adj",0,"A"
"849","abster-se","vb",0,"A"
"850","abstinente","adj",0,"A"
"851","abstinentes","adj",0,"A"
"852","abstraccionista","adj",0,"A"
"853","abstraccionistas","adj",0,"A"
"854","abstracta","adj",-1,"A"
"855","abstractas","adj",-1,"A"
"856","abstracto","adj",-1,"A"
"857","abstractos","adj",-1,"A"
"858","abstraida","adj",-1,"A"
"859","abstraidas","adj",-1,"A"
"860","abstraido","adj",-1,"A"
"861","abstraidos","adj",-1,"A"
"862","abstrair","vb",1,"A"
"863","abstrair-se","vb",0,"A"
"864","abstrata","adj",-1,"A"
"865","abstratas","adj",-1,"A"
"866","abstrato","adj",-1,"A"
"867","abstratos","adj",-1,"A"
"868","abstrusa","adj",-1,"A"
"869","abstrusas","adj",-1,"A"
"870","abstruso","adj",-1,"A"
"871","abstrusos","adj",-1,"A"
"872","absumir","vb",-1,"A"
"873","absurda","adj",-1,"M"
"874","absurdas","adj",-1,"M"
"875","absurdo","adj",-1,"M"
"876","absurdos","adj",-1,"M"
"877","abugalhar","vb",1,"A"
"878","abulica","adj",-1,"A"
"879","abulicas","adj",-1,"A"
"880","abulico","adj",-1,"A"
"881","abulicos","adj",-1,"A"
"882","abundante","adj",1,"A"
"883","abundar","vb",1,"A"
"884","abundoso","adj",1,"A"
"885","aburacar","vb",1,"A"
"886","aburguesada","adj",0,"A"
"887","aburguesadas","adj",0,"A"
"888","aburguesado","adj",0,"A"
"889","aburguesados","adj",0,"A"
"890","abusada","adj",-1,"A"
"891","abusadas","adj",-1,"A"
"892","abusado","adj",-1,"A"
"893","abusador","adj",-1,"A"
"894","abusadora","adj",-1,"A"
"895","abusadoras","adj",-1,"A"
"896","abusadores","adj",-1,"A"
"897","abusados","adj",-1,"A"
"898","abusar","vb",1,"A"
"899","abusiva","adj",-1,"M"
"900","abusivas","adj",-1,"M"
"901","abusivo","adj",-1,"M"
"902","abusivos","adj",-1,"M"
"903","abuzinar","vb",1,"A"
"904","acabada","adj",-1,"A"
"905","acabadas","adj",-1,"A"
"906","acabado","adj",-1,"A"
"907","acabados","adj",-1,"A"
"908","acabadota","adj",-1,"A"
"909","acabadotas","adj",-1,"A"
"910","acabadote","adj",-1,"A"
"911","acabadotes","adj",-1,"A"
"912","acabamento","adj",1,"A"
"913","acabar","vb",0,"A"
"914","acabar-se","vb",0,"A"
"915","acabrunhada","adj",-1,"A"
"916","acabrunhadas","adj",-1,"A"
"917","acabrunhado","adj",-1,"A"
"918","acabrunhados","adj",-1,"A"
"919","acabrunhar","vb",0,"A"
"920","acacalado","adj",1,"A"
"921","acacapar","vb",1,"A"
"922","acachar","vb",1,"A"
"923","acaciana","adj",-1,"A"
"924","acacianas","adj",-1,"A"
"925","acaciano","adj",-1,"A"
"926","acacianos","adj",-1,"A"
"927","academica","adj",0,"M"
"928","academica","adj",0,"M"
"929","academicas","adj",0,"M"
"930","academicas","adj",0,"M"
"931","academico","adj",0,"M"
"932","academico","adj",0,"M"
"933","academicos","adj",0,"M"
"934","academicos","adj",0,"M"
"935","acafelar","vb",1,"A"
"936","acaicarado","adj",-1,"A"
"937","acaimar","vb",0,"A"
"938","acalentar","vb",0,"A"
"939","acalentar-se","vb",1,"A"
"940","acalmar","vb",0,"A"
"941","acalmar-se","vb",1,"A"
"942","acalorada","adj",0,"A"
"943","acaloradas","adj",0,"A"
"944","acalorado","adj",0,"A"
"945","acalorados","adj",0,"A"
"946","acalorar","vb",1,"A"
"947","acalorar-se","vb",1,"A"
"948","acamar","vb",1,"A"
"949","acambarcador","adj",-1,"A"
"950","acambarcadora","adj",-1,"A"
"951","acambarcadoras","adj",-1,"A"
"952","acambarcadores","adj",-1,"A"
"953","acambarcar","vb",0,"A"
"954","acambetar","vb",0,"A"
"955","acampanar","vb",0,"A"
"956","acanalar","vb",0,"A"
"957","acanalhar","vb",1,"A"
"958","acanavear","vb",-1,"A"
"959","acanelar","vb",0,"A"
"960","acanhada","adj",-1,"A"
"961","acanhadas","adj",-1,"A"
"962","acanhado","adj",-1,"A"
"963","acanhados","adj",-1,"A"
"964","acanhar","vb",-1,"A"
"965","acapelado","adj",1,"A"
"966","acapelar","vb",0,"A"
"967","acarar","vb",1,"A"
"968","acarear","vb",1,"A"
"969","acariciar","vb",0,"A"
"970","acarinhada","adj",-1,"A"
"971","acarinhadas","adj",-1,"A"
"972","acarinhado","adj",-1,"A"
"973","acarinhados","adj",-1,"A"
"974","acarinhar","vb",1,"A"
"975","acarminar","vb",0,"A"
"976","acaroar","vb",0,"A"
"977","acarpetar","vb",1,"A"
"978","acarrancado","adj",-1,"A"
"979","acarrar","vb",1,"A"
"980","acarrear","vb",1,"A"
"981","acarretar","vb",1,"A"
"982","acasalar","vb",1,"A"
"983","acastelar","vb",1,"A"
"984","acatada","adj",1,"A"
"985","acatadas","adj",1,"A"
"986","acatado","adj",1,"A"
"987","acatador","adj",0,"A"
"988","acatadora","adj",0,"A"
"989","acatadoras","adj",0,"A"
"990","acatadores","adj",0,"A"
"991","acatados","adj",1,"A"
"992","acatar","vb",0,"A"
"993","acatingado","adj",-1,"A"
"994","acautelada","adj",0,"A"
"995","acauteladas","adj",0,"A"
"996","acautelado","adj",0,"A"
"997","acautelados","adj",0,"A"
"998","acautelar","vb",-1,"A"
"999","acavalar","vb",1,"A"
"1000","accionada","adj",-1,"A"
"1001","accionadas","adj",-1,"A"
"1002","accionado","adj",-1,"A"
"1003","accionados","adj",-1,"A"
"1004","aceder","vb",1,"A"
"1005","acefala","adj",-1,"A"
"1006","acefalas","adj",-1,"A"
"1007","acefalo","adj",-1,"A"
"1008","acefalos","adj",-1,"A"
"1009","aceirar","vb",1,"A"
"1010","aceita","adj",1,"M"
"1011","aceitar","vb",1,"A"
"1012","aceitas","adj",1,"M"
"1013","aceitaveis","adj",1,"M"
"1014","aceitavel","adj",1,"M"
"1015","aceite","adj",0,"A"
"1016","aceites","adj",0,"A"
"1017","aceito","adj",1,"M"
"1018","aceitos","adj",1,"M"
"1019","acelerada","adj",0,"A"
"1020","aceleradas","adj",0,"A"
"1021","acelerado","adj",0,"A"
"1022","acelerados","adj",0,"A"
"1023","acelerar","vb",0,"A"
"1024","acenar","vb",1,"A"
"1025","acender","vb",0,"A"
"1026","acender-se","vb",1,"A"
"1027","acendrar","vb",0,"A"
"1028","acentuada","adj",0,"A"
"1029","acentuadas","adj",0,"A"
"1030","acentuado","adj",0,"A"
"1031","acentuados","adj",0,"A"
"1032","acentuar","vb",1,"A"
"1033","acerada","adj",-1,"A"
"1034","aceradas","adj",-1,"A"
"1035","acerado","adj",-1,"A"
"1036","acerados","adj",-1,"A"
"1037","acerar","vb",1,"A"
"1038","acerba","adj",-1,"A"
"1039","acerbas","adj",-1,"A"
"1040","acerbo","adj",-1,"A"
"1041","acerbos","adj",-1,"A"
"1042","acercar","vb",0,"A"
"1043","acercar-se","vb",0,"A"
"1044","aceroso","adj",1,"A"
"1045","acerrima","adj",-1,"A"
"1046","acerrimas","adj",-1,"A"
"1047","acerrimo","adj",-1,"A"
"1048","acerrimos","adj",-1,"A"
"1049","acertada","adj",1,"A"
"1050","acertadas","adj",1,"A"
"1051","acertado","adj",1,"A"
"1052","acertados","adj",1,"A"
"1053","acertar","vb",0,"A"
"1054","acesa","adj",0,"A"
"1055","acesas","adj",0,"A"
"1056","aceso","adj",1,"M"
"1057","acesos","adj",0,"A"
"1058","acessiveis","adj",1,"M"
"1059","acessivel","adj",1,"M"
"1060","acetico","adj",-1,"A"
"1061","achacada","adj",-1,"A"
"1062","achacadas","adj",-1,"A"
"1063","achacado","adj",-1,"A"
"1064","achacados","adj",-1,"A"
"1065","achada","adj",0,"A"
"1066","achadas","adj",0,"A"
"1067","achado","adj",0,"A"
"1068","achados","adj",0,"A"
"1069","achamboado","adj",-1,"A"
"1070","achambonado","adj",-1,"A"
"1071","achanar","vb",1,"A"
"1072","achar","vb",1,"A"
"1073","achar-se","vb",1,"A"
"1074","achatada","adj",-1,"A"
"1075","achatadas","adj",-1,"A"
"1076","achatado","adj",-1,"A"
"1077","achatados","adj",-1,"A"
"1078","achatar","vb",0,"A"
"1079","achavascado","adj",-1,"A"
"1080","achegada","adj",1,"A"
"1081","achegadas","adj",1,"A"
"1082","achegado","adj",1,"A"
"1083","achegados","adj",1,"A"
"1084","achegar","vb",0,"A"
"1085","achegar-se","vb",1,"A"
"1086","achinesada","adj",0,"A"
"1087","achinesadas","adj",0,"A"
"1088","achinesado","adj",0,"A"
"1089","achinesados","adj",0,"A"
"1090","acicalado","adj",1,"A"
"1091","acida","adj",-1,"M"
"1092","acidas","adj",-1,"M"
"1093","acidentada","adj",-1,"A"
"1094","acidentadas","adj",-1,"A"
"1095","acidentado","adj",-1,"A"
"1096","acidentados","adj",-1,"A"
"1097","acidental","adj",-1,"A"
"1098","acidentar","vb",1,"A"
"1099","acidentario","adj",-1,"A"
"1100","acidificar","vb",1,"A"
"1101","acido","adj",-1,"M"
"1102","acidos","adj",-1,"M"
"1103","aciganada","adj",-1,"A"
"1104","aciganadas","adj",-1,"A"
"1105","aciganado","adj",-1,"A"
"1106","aciganados","adj",-1,"A"
"1107","acintosa","adj",-1,"A"
"1108","acintosas","adj",-1,"A"
"1109","acintoso","adj",-1,"A"
"1110","acintosos","adj",-1,"A"
"1111","acinzentada","adj",0,"M"
"1112","acinzentadas","adj",0,"M"
"1113","acinzentado","adj",0,"M"
"1114","acinzentados","adj",0,"M"
"1115","acionar","vb",1,"A"
"1116","acirrada","adj",1,"A"
"1117","acirradas","adj",-1,"A"
"1118","acirrado","adj",-1,"A"
"1119","acirrados","adj",-1,"A"
"1120","acirrar","vb",0,"A"
"1121","aclamada","adj",0,"A"
"1122","aclamadas","adj",0,"A"
"1123","aclamado","adj",0,"A"
"1124","aclamados","adj",0,"A"
"1125","aclamar","vb",0,"A"
"1126","aclarado","adj",1,"A"
"1127","aclarar","vb",-1,"A"
"1128","aclarar-se","vb",1,"A"
"1129","aclarecer","vb",0,"A"
"1130","aclimar","vb",1,"A"
"1131","aclimar-se","vb",1,"A"
"1132","aclimatar","vb",1,"A"
"1133","aclimatar-se","vb",1,"A"
"1134","aclimatizar","vb",1,"A"
"1135","aclimatizar-se","vb",1,"A"
"1136","aclive","adj",-1,"A"
"1137","aclivoso","adj",-1,"A"
"1138","acoar","vb",0,"A"
"1139","acobardada","adj",-1,"A"
"1140","acobardadas","adj",-1,"A"
"1141","acobardado","adj",-1,"A"
"1142","acobardados","adj",-1,"A"
"1143","acobardar","vb",1,"A"
"1144","acobertada","adj",-1,"A"
"1145","acobertadas","adj",-1,"A"
"1146","acobertado","adj",-1,"A"
"1147","acobertados","adj",-1,"A"
"1148","acobertar","vb",-1,"A"
"1149","acoberto","adj",-1,"A"
"1150","acobreada","adj",0,"A"
"1151","acobreadas","adj",0,"A"
"1152","acobreado","adj",0,"A"
"1153","acobreados","adj",0,"A"
"1154","acocada","adj",-1,"A"
"1155","acocadas","adj",-1,"A"
"1156","acocado","adj",-1,"A"
"1157","acocados","adj",-1,"A"
"1158","acocar","vb",1,"A"
"1159","acochar","vb",-1,"A"
"1160","acocorar","vb",0,"A"
"1161","acodar","vb",0,"A"
"1162","acogular","vb",1,"A"
"1163","acoimar","vb",0,"A"
"1164","acoitada","adj",-1,"A"
"1165","acoitadas","adj",-1,"A"
"1166","acoitado","adj",-1,"A"
"1167","acoitados","adj",-1,"A"
"1168","acoitar","vb",-1,"A"
"1169","acoitar","vb",0,"A"
"1170","acolchoar","vb",1,"A"
"1171","acolhedor","adj",1,"M"
"1172","acolhedora","adj",1,"M"
"1173","acolhedoras","adj",1,"M"
"1174","acolhedores","adj",1,"M"
"1175","acolher","vb",0,"A"
"1176","acolhida","adj",0,"A"
"1177","acolhidas","adj",0,"A"
"1178","acolhido","adj",0,"A"
"1179","acolhidos","adj",0,"A"
"1180","acometer","vb",0,"A"
"1181","acomodada","adj",-1,"A"
"1182","acomodadas","adj",-1,"A"
"1183","acomodadica","adj",-1,"A"
"1184","acomodadicas","adj",-1,"A"
"1185","acomodadico","adj",-1,"A"
"1186","acomodadicos","adj",-1,"A"
"1187","acomodado","adj",-1,"A"
"1188","acomodados","adj",-1,"A"
"1189","acomodar","vb",1,"A"
"1190","acomodar-se","vb",1,"A"
"1191","acomodaticia","adj",0,"A"
"1192","acomodaticias","adj",0,"A"
"1193","acomodaticio","adj",0,"A"
"1194","acomodaticios","adj",0,"A"
"1195","acomodo","adj",1,"A"
"1196","acompanhada","adj",0,"A"
"1197","acompanhadas","adj",0,"A"
"1198","acompanhado","adj",0,"A"
"1199","acompanhador","adj",0,"A"
"1200","acompanhadora","adj",0,"A"
"1201","acompanhadoras","adj",0,"A"
"1202","acompanhadores","adj",0,"A"
"1203","acompanhados","adj",0,"A"
"1204","acompanhante","adj",0,"A"
"1205","acompanhantes","adj",0,"A"
"1206","acompanhar","vb",0,"A"
"1207","acompanhavel","adj",1,"A"
"1208","acompridar","vb",0,"A"
"1209","acomunar-se","vb",1,"A"
"1210","aconchavar","vb",0,"A"
"1211","aconchavar-se","vb",1,"A"
"1212","aconchegada","adj",1,"A"
"1213","aconchegadas","adj",1,"A"
"1214","aconchegado","adj",1,"A"
"1215","aconchegados","adj",1,"A"
"1216","aconchegante","adj",1,"M"
"1217","aconchegar","vb",0,"A"
"1218","aconchegar-se","vb",1,"A"
"1219","acondicionar","vb",1,"A"
"1220","acondicionar-se","vb",1,"A"
"1221","acondimentar","vb",1,"A"
"1222","acondutar","vb",0,"A"
"1223","aconselhar","vb",0,"A"
"1224","aconselhar-se","vb",1,"A"
"1225","acontecer","vb",0,"A"
"1226","acoplada","adj",0,"M"
"1227","acopladas","adj",0,"M"
"1228","acoplado","adj",0,"M"
"1229","acoplados","adj",0,"M"
"1230","acorado","adj",1,"A"
"1231","acorcoar","vb",0,"A"
"1232","acordada","adj",0,"A"
"1233","acordadas","adj",0,"A"
"1234","acordado","adj",0,"A"
"1235","acordados","adj",0,"A"
"1236","acordar","vb",1,"A"
"1237","acorde","adj",1,"A"
"1238","acordes","adj",1,"A"
"1239","acorocoar","vb",0,"A"
"1240","acorocoar-se","vb",1,"A"
"1241","acorrentada","adj",-1,"A"
"1242","acorrentadas","adj",-1,"A"
"1243","acorrentado","adj",-1,"A"
"1244","acorrentados","adj",-1,"A"
"1245","acorrentar","vb",1,"A"
"1246","acorrentar-se","vb",1,"A"
"1247","acorrer","vb",0,"A"
"1248","acossada","adj",-1,"A"
"1249","acossadas","adj",-1,"A"
"1250","acossado","adj",-1,"A"
"1251","acossados","adj",-1,"A"
"1252","acossar","vb",0,"A"
"1253","acostar","vb",0,"A"
"1254","acostumada","adj",0,"A"
"1255","acostumadas","adj",0,"A"
"1256","acostumado","adj",0,"A"
"1257","acostumados","adj",0,"A"
"1258","acostumar","vb",1,"A"
"1259","acostumar-se","vb",1,"A"
"1260","acotar","vb",1,"A"
"1261","acotovelar","vb",0,"A"
"1262","acoucar","vb",1,"A"
"1263","acougueira","adj",-1,"A"
"1264","acougueiras","adj",-1,"A"
"1265","acougueiro","adj",-1,"A"
"1266","acougueiros","adj",-1,"A"
"1267","acoutar","vb",-1,"A"
"1268","acoutar","vb",0,"A"
"1269","acovar","vb",0,"A"
"1270","acovardar","vb",1,"A"
"1271","acravar","vb",0,"A"
"1272","acre","adj",-1,"A"
"1273","acreditada","adj",1,"A"
"1274","acreditadas","adj",1,"A"
"1275","acreditado","adj",1,"A"
"1276","acreditados","adj",1,"A"
"1277","acreditar","vb",0,"A"
"1278","acreditaveis","adj",0,"A"
"1279","acreditavel","adj",0,"A"
"1280","acres","adj",-1,"A"
"1281","acrescentada","adj",1,"A"
"1282","acrescentadas","adj",1,"A"
"1283","acrescentado","adj",1,"A"
"1284","acrescentados","adj",1,"A"
"1285","acrescentar","vb",1,"A"
"1286","acrescer","vb",1,"A"
"1287","acriancada","adj",-1,"A"
"1288","acriancadas","adj",-1,"A"
"1289","acriancado","adj",-1,"A"
"1290","acriancados","adj",-1,"A"
"1291","acrimonia","adj",-1,"A"
"1292","acrimoniar","vb",1,"A"
"1293","acrisolada","adj",0,"A"
"1294","acrisoladas","adj",0,"A"
"1295","acrisolado","adj",0,"A"
"1296","acrisolados","adj",0,"A"
"1297","acrisolar","vb",0,"A"
"1298","acritica","adj",-1,"A"
"1299","acriticas","adj",-1,"A"
"1300","acritico","adj",-1,"A"
"1301","acriticos","adj",-1,"A"
"1302","activa","adj",1,"A"
"1303","activas","adj",1,"A"
"1304","activo","adj",1,"A"
"1305","activos","adj",1,"A"
"1306","actualista","adj",0,"A"
"1307","actualistas","adj",0,"A"
"1308","acucarada","adj",-1,"A"
"1309","acucaradas","adj",-1,"A"
"1310","acucarado","adj",-1,"A"
"1311","acucarados","adj",-1,"A"
"1312","acudir","vb",0,"A"
"1313","acular","vb",0,"A"
"1314","aculturada","adj",-1,"A"
"1315","aculturadas","adj",-1,"A"
"1316","aculturado","adj",-1,"A"
"1317","aculturados","adj",-1,"A"
"1318","acuminado","adj",1,"A"
"1319","acumular","vb",0,"A"
"1320","acurada","adj",1,"A"
"1321","acuradas","adj",1,"A"
"1322","acurado","adj",1,"A"
"1323","acurados","adj",1,"A"
"1324","acurar","vb",0,"A"
"1325","acurtar","vb",-1,"A"
"1326","acurvar","vb",0,"A"
"1327","acusada","adj",-1,"A"
"1328","acusadas","adj",-1,"A"
"1329","acusado","adj",-1,"A"
"1330","acusados","adj",-1,"A"
"1331","acusar","vb",0,"A"
"1332","acutilante","adj",-1,"A"
"1333","acutilantes","adj",-1,"A"
"1334","acutissima","adj",0,"A"
"1335","acutissimas","adj",0,"A"
"1336","acutissimo","adj",0,"A"
"1337","acutissimos","adj",0,"A"
"1338","adamica","adj",-1,"A"
"1339","adamicas","adj",-1,"A"
"1340","adamico","adj",-1,"A"
"1341","adamicos","adj",-1,"A"
"1342","adaptada","adj",0,"A"
"1343","adaptadas","adj",0,"A"
"1344","adaptado","adj",0,"A"
"1345","adaptados","adj",0,"A"
"1346","adaptar","vb",0,"A"
"1347","adaptar-se","vb",1,"A"
"1348","adaptaveis","adj",1,"A"
"1349","adaptavel","adj",1,"A"
"1350","adargar","vb",1,"A"
"1351","adejar","vb",0,"A"
"1352","adelgacar","vb",-1,"A"
"1353","adelgadar","vb",-1,"A"
"1354","adelgar","vb",-1,"A"
"1355","adensar","vb",0,"A"
"1356","adentrar","vb",1,"A"
"1357","adepta","adj",1,"A"
"1358","adeptas","adj",1,"A"
"1359","adepto","adj",1,"A"
"1360","adeptos","adj",1,"A"
"1361","adequada","adj",1,"M"
"1362","adequadas","adj",1,"M"
"1363","adequado","adj",1,"M"
"1364","adequados","adj",1,"M"
"1365","adequar","vb",0,"A"
"1366","adequar-se","vb",1,"A"
"1367","aderecado","adj",1,"A"
"1368","aderecar","vb",0,"A"
"1369","aderente","adj",1,"A"
"1370","aderentes","adj",1,"A"
"1371","adergar","vb",1,"A"
"1372","aderir","vb",1,"A"
"1373","adestrada","adj",1,"A"
"1374","adestradas","adj",1,"A"
"1375","adestrado","adj",1,"A"
"1376","adestrados","adj",1,"A"
"1377","adestrar","vb",1,"A"
"1378","adeusar","vb",1,"A"
"1379","adiafano","adj",-1,"A"
"1380","adiantar","vb",0,"A"
"1381","adiantar-se","vb",0,"A"
"1382","adiar","vb",0,"A"
"1383","adicionado","adj",1,"A"
"1384","adicionais","adj",0,"M"
"1385","adicional","adj",0,"M"
"1386","adicionar","vb",1,"A"
"1387","adicta","adj",1,"A"
"1388","adictas","adj",1,"A"
"1389","adicto","adj",1,"A"
"1390","adictos","adj",1,"A"
"1391","adida","adj",-1,"A"
"1392","adidas","adj",-1,"A"
"1393","adido","adj",-1,"A"
"1394","adidos","adj",-1,"A"
"1395","adinamizar","vb",0,"A"
"1396","adinheirado","adj",1,"A"
"1397","adiposa","adj",-1,"A"
"1398","adiposas","adj",-1,"A"
"1399","adiposo","adj",-1,"A"
"1400","adiposos","adj",-1,"A"
"1401","adir","vb",1,"A"
"1402","aditado","adj",1,"A"
"1403","aditar","vb",1,"A"
"1404","adivinhar","vb",1,"A"
"1405","adjacente","adj",0,"M"
"1406","adjacentes","adj",1,"A"
"1407","adjudicar","vb",-1,"A"
"1408","adjugar","vb",1,"A"
"1409","adjunta","adj",-1,"A"
"1410","adjuntas","adj",-1,"A"
"1411","adjunto","adj",-1,"A"
"1412","adjuntos","adj",-1,"A"
"1413","adjurar","vb",0,"A"
"1414","adminicular","vb",1,"A"
"1415","administrada","adj",0,"A"
"1416","administradas","adj",0,"A"
"1417","administrado","adj",0,"A"
"1418","administrador","adj",1,"A"
"1419","administradora","adj",1,"A"
"1420","administradoras","adj",1,"A"
"1421","administradores","adj",1,"A"
"1422","administrados","adj",0,"A"
"1423","administrar","vb",0,"A"
"1424","admirada","adj",-1,"A"
"1425","admiradas","adj",-1,"A"
"1426","admirado","adj",-1,"A"
"1427","admirados","adj",-1,"A"
"1428","admiranda","adj",-1,"A"
"1429","admirandas","adj",-1,"A"
"1430","admirando","adj",-1,"A"
"1431","admirandos","adj",-1,"A"
"1432","admirar","vb",1,"A"
"1433","admirar-se","vb",1,"A"
"1434","admiraveis","adj",1,"A"
"1435","admiravel","adj",1,"A"
"1436","admitida","adj",0,"A"
"1437","admitidas","adj",0,"A"
"1438","admitido","adj",0,"A"
"1439","admitidos","adj",0,"A"
"1440","admitir","vb",1,"A"
"1441","admoestador","adj",-1,"A"
"1442","admoestadora","adj",-1,"A"
"1443","admoestadoras","adj",-1,"A"
"1444","admoestadores","adj",-1,"A"
"1445","admoestar","vb",0,"A"
"1446","adnumerar","vb",1,"A"
"1447","adocar","vb",0,"A"
"1448","adoentada","adj",-1,"A"
"1449","adoentadas","adj",-1,"A"
"1450","adoentado","adj",-1,"A"
"1451","adoentados","adj",-1,"A"
"1452","adoidar","vb",1,"A"
"1453","adolescente","adj",0,"M"
"1454","adolescentes","adj",0,"M"
"1455","adomar","vb",0,"A"
"1456","adomesticar","vb",1,"A"
"1457","adorada","adj",1,"A"
"1458","adoradas","adj",1,"A"
"1459","adorado","adj",1,"A"
"1460","adorados","adj",1,"A"
"1461","adoranda","adj",1,"A"
"1462","adorandas","adj",1,"A"
"1463","adorando","adj",1,"A"
"1464","adorandos","adj",1,"A"
"1465","adorar","vb",1,"A"
"1466","adoraveis","adj",1,"M"
"1467","adoravel","adj",1,"M"
"1468","adormecente","adj",-1,"A"
"1469","adormecer","vb",0,"A"
"1470","adormecida","adj",-1,"A"
"1471","adormecidas","adj",-1,"A"
"1472","adormecido","adj",-1,"A"
